,trailing_pct,sharpe,ann_return,ann_vol,max_dd,n_stops,time_in_market,total_return
No_Stop,0.0,0.9483130745033658,0.16541059322636242,0.17442614435426657,-0.28877156693808664,0.0,100.0,1.3270258967723656
Trailing_2pct,0.02,0.9240238615340345,0.12216054032684606,0.13220496289353295,-0.15848693499959624,73.0,74.25952045133991,0.8926678558516035
Trailing_3pct,0.03,1.182967530902866,0.16459896916803757,0.13914073283348033,-0.14967449597847762,47.0,83.42736248236953,1.3901278685818523
Trailing_4pct,0.04,1.1305900892127392,0.1710632006125706,0.1513043518112622,-0.2054753396884942,31.0,89.0691114245416,1.4539630511112511
Trailing_5pct,0.05,0.9007510994982596,0.14079142899248132,0.15630447642073997,-0.20622253168532603,23.0,91.88998589562765,1.0607583017428515
Trailing_7pct,0.07,1.0334412807932822,0.1649308570049064,0.15959383476369693,-0.22837919072993348,15.0,94.71086036671367,1.353566301321107
Trailing_10pct,0.1,1.1095341033069472,0.18121330308742836,0.16332377936588452,-0.19152658757847457,7.0,97.53173483779972,1.5704237316905845
Trailing_15pct,0.15,0.9430823480183481,0.16087405381871145,0.17058325198933907,-0.3020339816605355,3.0,98.94217207334273,1.2767846207205005
