rebalance_freq,stop_loss,vol_target,position_sizing,sharpe,sortino,calmar,max_dd,ann_return,total_return,ann_turnover,win_rate
42,,0.15,inv_vol,-2.411990111934618,-4.079217646751022,-0.19887455875598667,-0.17268085467219585,-0.034341828798427065,-0.17268085467219585,481.09090909090907,0.0
42,0.05,,equal,-2.2332566663648836,-3.1856501649614666,-0.19188119683951738,-0.05072056289030924,-0.009732322330954668,-0.05166984232741889,494.6666666666666,0.0
42,0.05,,inv_vol,-2.233256666364883,-3.1856501649614657,-0.18835595143580613,-0.05166984232741889,-0.009732322330954668,-0.05166984232741889,477.0,0.0
42,0.05,0.1,equal,-2.215928532923183,-3.1609323051941915,-0.20001296756468687,-0.1448427257452184,-0.0289704234264605,-0.14740819756798273,494.6666666666666,0.0
42,0.05,0.1,inv_vol,-2.215928532923183,-3.1609323051941915,-0.19653196962432515,-0.14740819756798273,-0.0289704234264605,-0.14740819756798273,477.0,0.0
42,0.05,0.15,equal,-2.215928532923183,-3.1609323051941915,-0.20001296756468687,-0.1448427257452184,-0.0289704234264605,-0.14740819756798273,494.6666666666666,0.0
42,0.05,0.15,inv_vol,-2.215928532923183,-3.1609323051941915,-0.19653196962432515,-0.14740819756798273,-0.0289704234264605,-0.14740819756798273,477.0,0.0
42,0.1,,equal,-2.47383620444582,-4.314509631916946,-0.19213089302444944,-0.062055111026463994,-0.011922703917458977,-0.06299305591543758,496.36363636363626,0.0
42,0.1,,inv_vol,-2.435315209401088,-4.118665591528936,-0.1891176121017248,-0.061115286488414355,-0.011557977062513491,-0.061115286488414355,481.09090909090907,0.0
42,0.1,0.1,equal,-2.449243702048066,-4.271618966998986,-0.20216065743285044,-0.17517028038531857,-0.03541253906560882,-0.17764476954416264,496.36363636363626,0.0
42,0.1,0.1,inv_vol,-2.411990111934618,-4.079217646751022,-0.19887455875598667,-0.17268085467219585,-0.034341828798427065,-0.17268085467219585,481.09090909090907,0.0
42,0.1,0.15,equal,-2.449243702048066,-4.271618966998986,-0.20216065743285044,-0.17517028038531857,-0.03541253906560882,-0.17764476954416264,496.36363636363626,0.0
42,0.1,0.15,inv_vol,-2.411990111934618,-4.079217646751022,-0.19887455875598667,-0.17268085467219585,-0.034341828798427065,-0.17268085467219585,481.09090909090907,0.0
42,0.15,,equal,-2.47383620444582,-4.314509631916946,-0.19213089302444944,-0.062055111026463994,-0.011922703917458977,-0.06299305591543758,496.36363636363626,0.0
42,0.15,,inv_vol,-2.435315209401088,-4.118665591528936,-0.1891176121017248,-0.061115286488414355,-0.011557977062513491,-0.061115286488414355,481.09090909090907,0.0
42,0.15,0.1,equal,-2.449243702048066,-4.271618966998986,-0.20216065743285044,-0.17517028038531857,-0.03541253906560882,-0.17764476954416264,496.36363636363626,0.0
42,0.15,0.1,inv_vol,-2.411990111934618,-4.079217646751022,-0.19887455875598667,-0.17268085467219585,-0.034341828798427065,-0.17268085467219585,481.09090909090907,0.0
42,0.15,0.15,equal,-2.449243702048066,-4.271618966998986,-0.20216065743285044,-0.17517028038531857,-0.03541253906560882,-0.17764476954416264,496.36363636363626,0.0
42,0.15,0.15,inv_vol,-2.411990111934618,-4.079217646751022,-0.19887455875598667,-0.17268085467219585,-0.034341828798427065,-0.17268085467219585,481.09090909090907,0.0
63,,,equal,-2.01190311674874,-2.3351741990553467,-0.19196480428398052,-0.0411705448877101,-0.007903295610830585,-0.04212937434282238,492.54545454545445,0.0
63,,,inv_vol,-1.9647526047136903,-2.175768987202015,-0.18744401114212525,-0.04020979393068369,-0.007537085080310035,-0.04020979393068369,469.6363636363636,0.0
63,,0.1,equal,-1.9999600735229377,-2.321312162940557,-0.19852765889844215,-0.11871967917429493,-0.023569139991499677,-0.1213635201367721,492.54545454545445,0.0
63,,0.1,inv_vol,-1.9538066013385578,-2.163647376223689,-0.1937386409701773,-0.11605987941325158,-0.02248528332805988,-0.11605987941325158,469.6363636363636,0.0
63,,0.15,equal,-1.9999600735229377,-2.321312162940557,-0.19852765889844215,-0.11871967917429493,-0.023569139991499677,-0.1213635201367721,492.54545454545445,0.0
63,,0.15,inv_vol,-1.9538066013385578,-2.163647376223689,-0.1937386409701773,-0.11605987941325158,-0.02248528332805988,-0.11605987941325158,469.6363636363636,0.0
63,0.05,,equal,-2.01190311674874,-2.3351741990553467,-0.19196480428398052,-0.0411705448877101,-0.007903295610830585,-0.04212937434282238,492.54545454545445,0.0
63,0.05,,inv_vol,-1.9647526047136903,-2.175768987202015,-0.18744401114212525,-0.04020979393068369,-0.007537085080310035,-0.04020979393068369,469.6363636363636,0.0
63,0.05,0.1,equal,-1.9999600735229377,-2.321312162940557,-0.19852765889844215,-0.11871967917429493,-0.023569139991499677,-0.1213635201367721,492.54545454545445,0.0
63,0.05,0.1,inv_vol,-1.9538066013385578,-2.163647376223689,-0.1937386409701773,-0.11605987941325158,-0.02248528332805988,-0.11605987941325158,469.6363636363636,0.0
63,0.05,0.15,equal,-1.9999600735229377,-2.321312162940557,-0.19852765889844215,-0.11871967917429493,-0.023569139991499677,-0.1213635201367721,492.54545454545445,0.0
63,0.05,0.15,inv_vol,-1.9538066013385578,-2.163647376223689,-0.1937386409701773,-0.11605987941325158,-0.02248528332805988,-0.11605987941325158,469.6363636363636,0.0
63,0.1,,equal,-2.01190311674874,-2.3351741990553467,-0.19196480428398052,-0.0411705448877101,-0.007903295610830585,-0.04212937434282238,492.54545454545445,0.0
63,0.1,,inv_vol,-1.9647526047136903,-2.175768987202015,-0.18744401114212525,-0.04020979393068369,-0.007537085080310035,-0.04020979393068369,469.6363636363636,0.0
63,0.1,0.1,equal,-1.9999600735229377,-2.321312162940557,-0.19852765889844215,-0.11871967917429493,-0.023569139991499677,-0.1213635201367721,492.54545454545445,0.0
63,0.1,0.1,inv_vol,-1.9538066013385578,-2.163647376223689,-0.1937386409701773,-0.11605987941325158,-0.02248528332805988,-0.11605987941325158,469.6363636363636,0.0
63,0.1,0.15,equal,-1.9999600735229377,-2.321312162940557,-0.19852765889844215,-0.11871967917429493,-0.023569139991499677,-0.1213635201367721,492.54545454545445,0.0
63,0.1,0.15,inv_vol,-1.9538066013385578,-2.163647376223689,-0.1937386409701773,-0.11605987941325158,-0.02248528332805988,-0.11605987941325158,469.6363636363636,0.0
63,0.15,,equal,-2.01190311674874,-2.3351741990553467,-0.19196480428398052,-0.0411705448877101,-0.007903295610830585,-0.04212937434282238,492.54545454545445,0.0
63,0.15,,inv_vol,-1.9647526047136903,-2.175768987202015,-0.18744401114212525,-0.04020979393068369,-0.007537085080310035,-0.04020979393068369,469.6363636363636,0.0
63,0.15,0.1,equal,-1.9999600735229377,-2.321312162940557,-0.19852765889844215,-0.11871967917429493,-0.023569139991499677,-0.1213635201367721,492.54545454545445,0.0
63,0.15,0.1,inv_vol,-1.9538066013385578,-2.163647376223689,-0.1937386409701773,-0.11605987941325158,-0.02248528332805988,-0.11605987941325158,469.6363636363636,0.0
63,0.15,0.15,equal,-1.9999600735229377,-2.321312162940557,-0.19852765889844215,-0.11871967917429493,-0.023569139991499677,-0.1213635201367721,492.54545454545445,0.0
63,0.15,0.15,inv_vol,-1.9538066013385578,-2.163647376223689,-0.1937386409701773,-0.11605987941325158,-0.02248528332805988,-0.11605987941325158,469.6363636363636,0.0
