Strategy,IS_Sharpe,IS_Return,IS_MaxDD,OOS_Sharpe,OOS_Return,OOS_MaxDD,Ann_Turnover
Best_Sharpe,-1.9538066013385578,-0.02248528332805988,-0.11605987941325158,-1.9785936790716658,-0.023372499614198627,-0.047004005714151864,478.8
Long_Only_Monthly_InvVol,-3.5001904857832637,-0.02352317461380904,-0.12113912586316378,-3.475739827127128,-0.023326195985946985,-0.046912023335555,495.59999999996097
Conservative_Bimonthly,-2.449243702048066,-0.03541253906560882,-0.17517028038531857,-2.4186552107694745,-0.03485309170607842,-0.06967088459570281,498.3999999999999
Momentum_Trend_Monthly,-3.182101399922926,-0.01955095596376355,-0.10157014236696704,0.0,0.0,0.0,490.25454545454545
EW_Benchmark,0.8026267829131821,0.16746950492024548,-0.3341387682271969,1.5194399586319893,0.20273224477415264,-0.15048314712667765,0.0
